ID,Category,Occupation
PA25643,Type15,Professionals
PA25643,Type10,Professionals
PA25644,Type8,Associate Professionals and Technicians
PA25645,Type12,Associate Professionals and Technicians
PA25645,Type8,Associate Professionals and Technicians
PA25646,Type12,Professionals
PA25647,Type13,Professionals
PA25648,Type12,"Legislators, Senior Officials & Managers"
PA25649,Type6,"Legislators, Senior Officials & Managers"
PA25650,Type8,Associate Professionals and Technicians
PA25651,Type13,Professionals
PA25652,Type13,"Legislators, Senior Officials & Managers"
PA25653,Type12,"Legislators, Senior Officials & Managers"
PA25654,Type12,Economically Inactive
PA25655,Type12,Associate Professionals and Technicians
PA25656,Type12,"Legislators, Senior Officials & Managers"
PA25657,Type10,Professionals
PA25658,Type15,Economically Inactive
PA25658,Type12,Economically Inactive
PA25659,Type13,Professionals
PA25660,Type13,Economically Inactive
PA25661,Type6,Professionals
PA25662,Type12,Professionals
PA25663,Type12,Associate Professionals and Technicians
PA25664,Type12,Professionals
PA25665,Type7,"Legislators, Senior Officials & Managers"
PA25666,Type13,"Legislators, Senior Officials & Managers"
PA25667,Type12,Service and Sales Workers
PA25668,Type10,Economically Inactive
PA25669,Type12,Associate Professionals and Technicians
PA25670,Type10,"Legislators, Senior Officials & Managers"
PA25671,Type12,"Legislators, Senior Officials & Managers"
PA25671,Type8,"Legislators, Senior Officials & Managers"
PA25672,Type13,"Legislators, Senior Officials & Managers"
PA25673,Type12,Associate Professionals and Technicians
PA25674,Type10,"Legislators, Senior Officials & Managers"
PA25675,Type13,"Legislators, Senior Officials & Managers"
PA25676,Type10,"Legislators, Senior Officials & Managers"
PA25677,Type12,Professionals
PA25678,Type6,Service and Sales Workers
PA25679,Type12,Associate Professionals and Technicians
PA25680,Type10,Professionals
PA25681,Type15,"Legislators, Senior Officials & Managers"
PA25682,Type14,"Legislators, Senior Officials & Managers"
PA25683,Type13,Associate Professionals and Technicians
PA25684,Type12,"Legislators, Senior Officials & Managers"
PA25685,Type12,"Legislators, Senior Officials & Managers"
PA25686,Type12,Associate Professionals and Technicians
PA25687,Type12,Professionals
PA25688,Type13,Professionals
PA25689,Type7,Others
PA25690,Type12,"Legislators, Senior Officials & Managers"
PA25691,Type12,Associate Professionals and Technicians
PA25692,Type12,"Legislators, Senior Officials & Managers"
PA25693,Type12,Clerical Support Workers
PA25694,Type12,"Legislators, Senior Officials & Managers"
PA25695,Type5,Associate Professionals and Technicians
PA25696,Type5,"Legislators, Senior Officials & Managers"
PA25696,Type13,"Legislators, Senior Officials & Managers"
PA25697,Type12,Economically Inactive
PA25698,Type10,Service and Sales Workers
PA25699,Type2,"Legislators, Senior Officials & Managers"
PA25700,Type13,"Legislators, Senior Officials & Managers"
PA25701,Type12,"Legislators, Senior Officials & Managers"
PA25702,Type9,Clerical Support Workers
PA25703,Type10,Professionals
PA25704,Type10,Economically Inactive
PA25705,Type12,Economically Inactive
PA25706,Type12,Professionals
PA25707,Type10,Professionals
PA25708,Type12,Service and Sales Workers
PA25709,Type12,Economically Inactive
PA25710,Type12,Service and Sales Workers
PA25711,Type9,"Legislators, Senior Officials & Managers"
PA25712,Type12,"Legislators, Senior Officials & Managers"
PA25713,Type12,Professionals
PA25714,Type12,Associate Professionals and Technicians
PA25715,Type10,"Legislators, Senior Officials & Managers"
PA25716,Type12,Economically Inactive
PA25717,Type10,Professionals
PA25718,Type3,Professionals
PA25718,Type12,Professionals
PA25719,Type12,Service and Sales Workers
PA25720,Type10,Economically Inactive
PA25721,Type6,Clerical Support Workers
PA25721,Type12,Clerical Support Workers
PA25722,Type10,"Legislators, Senior Officials & Managers"
PA25723,Type10,"Legislators, Senior Officials & Managers"
PA25724,Type12,Professionals
PA25724,Type13,Professionals
PA25725,Type2,"Legislators, Senior Officials & Managers"
PA25726,Type10,"Legislators, Senior Officials & Managers"
PA25727,Type5,Professionals
PA25728,Type12,Associate Professionals and Technicians
PA25729,Type5,Clerical Support Workers
PA25729,Type12,Clerical Support Workers
PA25730,Type12,"Legislators, Senior Officials & Managers"
PA25731,Type12,"Legislators, Senior Officials & Managers"
PA25732,Type10,"Legislators, Senior Officials & Managers"
PA25733,Type10,"Legislators, Senior Officials & Managers"
PA25733,Type13,"Legislators, Senior Officials & Managers"
PA25734,Type13,Service and Sales Workers
PA25735,Type2,"Legislators, Senior Officials & Managers"
PA25735,Type12,"Legislators, Senior Officials & Managers"
PA25736,Type12,"Legislators, Senior Officials & Managers"
PA25737,Type13,Service and Sales Workers
PA25738,Type6,Associate Professionals and Technicians
PA25739,Type12,Professionals
PA25740,Type10,Professionals
PA25741,Type12,"Legislators, Senior Officials & Managers"
PA25742,Type12,"Legislators, Senior Officials & Managers"
PA25743,Type10,"Legislators, Senior Officials & Managers"
PA25744,Type15,"Legislators, Senior Officials & Managers"
PA25745,Type5,Professionals
PA25745,Type12,Professionals
PA25746,Type12,"Legislators, Senior Officials & Managers"
PA25747,Type10,"Legislators, Senior Officials & Managers"
PA25748,Type13,"Legislators, Senior Officials & Managers"
PA25749,Type12,Professionals
PA25750,Type12,"Legislators, Senior Officials & Managers"
PA25751,Type12,Service and Sales Workers
PA25752,Type2,"Legislators, Senior Officials & Managers"
PA25752,Type12,"Legislators, Senior Officials & Managers"
PA25753,Type5,Professionals
PA25753,Type10,Professionals
PA25754,Type6,"Legislators, Senior Officials & Managers"
PA25755,Type12,Associate Professionals and Technicians
PA25756,Type10,"Legislators, Senior Officials & Managers"
PA25757,Type12,Associate Professionals and Technicians
PA25758,Type10,"Legislators, Senior Officials & Managers"
PA25759,Type12,Professionals
PA25760,Type6,Professionals
PA25761,Type13,Associate Professionals and Technicians
PA25762,Type10,"Legislators, Senior Officials & Managers"
PA25763,Type13,"Legislators, Senior Officials & Managers"
PA25764,Type12,"Legislators, Senior Officials & Managers"
PA25765,Type12,Professionals
PA25766,Type12,Professionals
PA25767,Type12,"Legislators, Senior Officials & Managers"
PA25768,Type6,Associate Professionals and Technicians
PA25769,Type6,"Legislators, Senior Officials & Managers"
PA25770,Type13,Professionals
PA25771,Type2,"Legislators, Senior Officials & Managers"
PA25772,Type12,Economically Inactive
PA25773,Type15,Clerical Support Workers
PA25774,Type8,"Legislators, Senior Officials & Managers"
PA25775,Type10,Professionals
PA25776,Type15,Associate Professionals and Technicians
PA25777,Type10,Professionals
PA25778,Type2,"Legislators, Senior Officials & Managers"
PA25779,Type15,Associate Professionals and Technicians
PA25779,Type12,Associate Professionals and Technicians
PA25780,Type13,Professionals
PA25781,Type13,Professionals
PA25782,Type10,Others
PA25783,Type10,"Legislators, Senior Officials & Managers"
PA25784,Type12,"Legislators, Senior Officials & Managers"
PA25785,Type12,Economically Inactive
PA25786,Type10,"Legislators, Senior Officials & Managers"
PA25786,Type6,"Legislators, Senior Officials & Managers"
PA25787,Type10,"Legislators, Senior Officials & Managers"
PA25788,Type13,Clerical Support Workers
PA25789,Type13,Associate Professionals and Technicians
PA25790,Type10,Professionals
PA25791,Type9,Service and Sales Workers
PA25791,Type12,Service and Sales Workers
PA25792,Type13,"Legislators, Senior Officials & Managers"
PA25793,Type12,"Legislators, Senior Officials & Managers"
PA25794,Type12,Associate Professionals and Technicians
PA25795,Type8,"Legislators, Senior Officials & Managers"
PA25796,Type12,"Legislators, Senior Officials & Managers"
PA25797,Type6,Associate Professionals and Technicians
PA25798,Type13,"Legislators, Senior Officials & Managers"
PA25799,Type12,Associate Professionals and Technicians
PA25800,Type15,Clerical Support Workers
PA25801,Type10,Associate Professionals and Technicians
PA25802,Type5,Associate Professionals and Technicians
PA25802,Type10,Associate Professionals and Technicians
PA25803,Type5,Clerical Support Workers
PA25804,Type10,"Legislators, Senior Officials & Managers"
PA25805,Type10,"Legislators, Senior Officials & Managers"
PA25806,Type10,"Legislators, Senior Officials & Managers"
PA25807,Type12,"Cleaners, Labourers and Related Workers"
PA25808,Type6,Service and Sales Workers
PA25809,Type8,Professionals
PA25810,Type12,Associate Professionals and Technicians
PA25811,Type15,Associate Professionals and Technicians
PA25812,Type10,Economically Inactive
PA25813,Type6,"Legislators, Senior Officials & Managers"
PA25814,Type13,Service and Sales Workers
PA25815,Type6,Professionals
PA25816,Type13,Economically Inactive
PA25817,Type1,Service and Sales Workers
PA25818,Type13,Professionals
PA25818,Type13,Professionals
PA25819,Type12,"Legislators, Senior Officials & Managers"
PA25820,Type12,Professionals
PA25821,Type9,Others
PA25822,Type8,Clerical Support Workers
PA25823,Type6,"Legislators, Senior Officials & Managers"
PA25824,Type10,Economically Inactive
PA25825,Type12,"Legislators, Senior Officials & Managers"
PA25825,Type12,"Legislators, Senior Officials & Managers"
PA25826,Type12,"Legislators, Senior Officials & Managers"
PA25827,Type12,Professionals
PA25828,Type12,Associate Professionals and Technicians
PA25828,Type5,Associate Professionals and Technicians
PA25829,Type10,"Legislators, Senior Officials & Managers"
PA25830,Type12,Service and Sales Workers
PA25831,Type12,Economically Inactive
PA25832,Type10,Professionals
PA25833,Type10,"Legislators, Senior Officials & Managers"
PA25834,Type10,"Legislators, Senior Officials & Managers"
PA25835,Type1,Service and Sales Workers
PA25836,Type12,Professionals
PA25837,Type6,"Legislators, Senior Officials & Managers"
PA25838,Type12,"Legislators, Senior Officials & Managers"
PA25839,Type13,Associate Professionals and Technicians
PA25840,Type12,"Legislators, Senior Officials & Managers"
PA25841,Type6,"Legislators, Senior Officials & Managers"
PA25842,Type10,"Legislators, Senior Officials & Managers"
PA25843,Type12,"Legislators, Senior Officials & Managers"
PA25844,Type10,"Legislators, Senior Officials & Managers"
PA25845,Type10,"Legislators, Senior Officials & Managers"
PA25846,Type10,"Legislators, Senior Officials & Managers"
PA25847,Type10,"Legislators, Senior Officials & Managers"
PA25848,Type15,Clerical Support Workers
PA25849,Type10,"Legislators, Senior Officials & Managers"
PA25849,Type5,"Legislators, Senior Officials & Managers"
PA25850,Type10,"Legislators, Senior Officials & Managers"
PA25851,Type6,Service and Sales Workers
PA25852,Type13,Professionals
PA25853,Type2,"Legislators, Senior Officials & Managers"
PA25854,Type6,Professionals
PA25854,Type13,Professionals
PA25855,Type9,Associate Professionals and Technicians
PA25856,Type13,"Legislators, Senior Officials & Managers"
PA25857,Type12,Professionals
PA25858,Type10,Professionals
PA25859,Type12,Associate Professionals and Technicians
PA25860,Type12,Professionals
PA25861,Type12,Professionals
PA25862,Type10,"Legislators, Senior Officials & Managers"
PA25863,Type15,Clerical Support Workers
PA25864,Type10,Associate Professionals and Technicians
PA25865,Type10,Associate Professionals and Technicians
PA25866,Type12,"Legislators, Senior Officials & Managers"
PA25867,Type9,Service and Sales Workers
PA25868,Type10,"Legislators, Senior Officials & Managers"
PA25869,Type8,Professionals
PA25870,Type10,"Legislators, Senior Officials & Managers"
PA25871,Type12,Associate Professionals and Technicians
PA25871,Type5,Associate Professionals and Technicians
PA25872,Type10,"Legislators, Senior Officials & Managers"
PA25873,Type10,"Legislators, Senior Officials & Managers"
PA25874,Type12,"Legislators, Senior Officials & Managers"
PA25875,Type13,Economically Inactive
PA25876,Type12,Economically Inactive
PA25877,Type13,"Legislators, Senior Officials & Managers"
PA25878,Type10,Professionals
PA25879,Type12,Associate Professionals and Technicians
PA25880,Type15,"Legislators, Senior Officials & Managers"
PA25880,Type5,"Legislators, Senior Officials & Managers"
PA25881,Type12,Professionals
PA25882,Type5,Professionals
PA25883,Type9,Professionals
PA25883,Type10,Professionals
PA25884,Type15,"Legislators, Senior Officials & Managers"
PA25885,Type5,"Legislators, Senior Officials & Managers"
PA25886,Type13,Service and Sales Workers
PA25887,Type12,Service and Sales Workers
PA25888,Type7,Service and Sales Workers
PA25889,Type15,Associate Professionals and Technicians
PA25890,Type12,Economically Inactive
PA25891,Type12,"Legislators, Senior Officials & Managers"
PA25892,Type10,"Legislators, Senior Officials & Managers"
PA25893,Type15,"Legislators, Senior Officials & Managers"
PA25893,Type12,"Legislators, Senior Officials & Managers"
PA25894,Type10,Professionals
PA25895,Type2,"Legislators, Senior Officials & Managers"
PA25896,Type10,Service and Sales Workers
PA25897,Type12,Associate Professionals and Technicians
PA25898,Type10,Professionals
PA25899,Type12,Professionals
PA25900,Type12,Associate Professionals and Technicians
PA25901,Type12,Professionals
PA25902,Type12,Professionals
PA25903,Type10,"Legislators, Senior Officials & Managers"
PA25904,Type8,Clerical Support Workers
PA25904,Type12,Clerical Support Workers
PA25905,Type12,"Legislators, Senior Officials & Managers"
PA25905,Type2,"Legislators, Senior Officials & Managers"
PA25905,Type9,"Legislators, Senior Officials & Managers"
PA25906,Type13,Economically Inactive
PA25907,Type10,"Legislators, Senior Officials & Managers"
PA25908,Type6,Associate Professionals and Technicians
PA25909,Type12,Associate Professionals and Technicians
PA25909,Type2,Associate Professionals and Technicians
PA25910,Type13,"Legislators, Senior Officials & Managers"
PA25911,Type1,Service and Sales Workers
PA25912,Type13,Others
PA25913,Type10,Professionals
PA25914,Type13,Clerical Support Workers
PA25914,Type15,Clerical Support Workers
PA25915,Type12,Clerical Support Workers
PA25916,Type10,Economically Inactive
PA25917,Type7,Professionals
PA25918,Type10,"Legislators, Senior Officials & Managers"
PA25919,Type12,"Legislators, Senior Officials & Managers"
PA25919,Type15,"Legislators, Senior Officials & Managers"
PA25920,Type10,"Legislators, Senior Officials & Managers"
PA25921,Type12,"Legislators, Senior Officials & Managers"
PA25922,Type10,"Legislators, Senior Officials & Managers"
PA25923,Type15,"Legislators, Senior Officials & Managers"
PA25924,Type12,Others
PA25925,Type10,Professionals
PA25926,Type12,"Legislators, Senior Officials & Managers"
PA25927,Type2,"Legislators, Senior Officials & Managers"
PA25928,Type15,Clerical Support Workers
PA25929,Type12,Associate Professionals and Technicians
PA25930,Type6,"Legislators, Senior Officials & Managers"
PA25931,Type12,Professionals
PA25932,Type10,"Legislators, Senior Officials & Managers"
PA25933,Type13,Professionals
PA25934,Type10,Professionals
PA25935,Type12,Associate Professionals and Technicians
PA25936,Type13,"Legislators, Senior Officials & Managers"
PA25937,Type12,Professionals
PA25938,Type12,Associate Professionals and Technicians
PA25938,Type6,Associate Professionals and Technicians
PA25939,Type9,"Legislators, Senior Officials & Managers"
PA25940,Type8,Others
PA25941,Type2,Professionals
PA25942,Type12,"Legislators, Senior Officials & Managers"
PA25943,Type12,Associate Professionals and Technicians
PA25944,Type12,Associate Professionals and Technicians
PA25945,Type12,"Legislators, Senior Officials & Managers"
PA25945,Type2,"Legislators, Senior Officials & Managers"
PA25946,Type11,Associate Professionals and Technicians
PA25947,Type13,"Legislators, Senior Officials & Managers"
PA25948,Type9,Service and Sales Workers
PA25949,Type12,Economically Inactive
PA25950,Type6,"Legislators, Senior Officials & Managers"
PA25950,Type5,"Legislators, Senior Officials & Managers"
PA25951,Type12,Service and Sales Workers
PA25952,Type15,"Legislators, Senior Officials & Managers"
PA25953,Type12,Professionals
PA25954,Type12,"Legislators, Senior Officials & Managers"
PA25955,Type12,"Legislators, Senior Officials & Managers"
PA25956,Type6,"Legislators, Senior Officials & Managers"
PA25957,Type13,"Legislators, Senior Officials & Managers"
PA25958,Type13,Associate Professionals and Technicians
PA25959,Type12,Associate Professionals and Technicians
PA25960,Type12,Associate Professionals and Technicians
PA25961,Type12,Economically Inactive
PA25962,Type12,"Legislators, Senior Officials & Managers"
PA25963,Type10,"Legislators, Senior Officials & Managers"
PA25964,Type10,Service and Sales Workers
PA25965,Type2,Associate Professionals and Technicians
PA25966,Type10,Professionals
PA25967,Type6,Professionals
PA25968,Type6,"Legislators, Senior Officials & Managers"
PA25968,Type13,"Legislators, Senior Officials & Managers"
PA25969,Type12,Service and Sales Workers
PA25970,Type12,"Legislators, Senior Officials & Managers"
PA25971,Type7,Associate Professionals and Technicians
PA25972,Type13,Clerical Support Workers
PA25973,Type13,"Legislators, Senior Officials & Managers"
PA25973,Type1,"Legislators, Senior Officials & Managers"
PA25974,Type12,Associate Professionals and Technicians
PA25975,Type12,"Legislators, Senior Officials & Managers"
PA25976,Type10,"Legislators, Senior Officials & Managers"
PA25977,Type6,Associate Professionals and Technicians
PA25978,Type12,"Legislators, Senior Officials & Managers"
PA25979,Type12,Professionals
PA25979,Type8,Professionals
PA25980,Type10,Service and Sales Workers
PA25981,Type10,"Legislators, Senior Officials & Managers"
PA25982,Type5,"Legislators, Senior Officials & Managers"
PA25982,Type12,"Legislators, Senior Officials & Managers"
PA25983,Type9,Craftsmen and Related Trades Workers
PA25983,Type12,Craftsmen and Related Trades Workers
PA25984,Type12,"Legislators, Senior Officials & Managers"
PA25985,Type10,"Legislators, Senior Officials & Managers"
PA25986,Type10,"Legislators, Senior Officials & Managers"
PA25987,Type12,Professionals
PA25988,Type6,"Legislators, Senior Officials & Managers"
PA25989,Type13,Economically Inactive
PA25990,Type10,Economically Inactive
PA25991,Type12,Economically Inactive
PA25992,Type5,Service and Sales Workers
PA25993,Type7,Economically Inactive
PA25994,Type10,Associate Professionals and Technicians
PA25995,Type12,"Legislators, Senior Officials & Managers"
PA25996,Type12,Associate Professionals and Technicians
PA25997,Type8,Others
PA25998,Type13,"Legislators, Senior Officials & Managers"
PA25999,Type13,Professionals
PA26000,Type12,Associate Professionals and Technicians
PA26001,Type12,"Legislators, Senior Officials & Managers"
PA26002,Type12,"Legislators, Senior Officials & Managers"
PA26003,Type10,"Legislators, Senior Officials & Managers"
PA26004,Type13,Associate Professionals and Technicians
PA26005,Type10,Professionals
PA26006,Type15,"Legislators, Senior Officials & Managers"
PA26007,Type12,Service and Sales Workers
PA26008,Type12,"Legislators, Senior Officials & Managers"
PA26009,Type12,"Legislators, Senior Officials & Managers"
PA26010,Type12,"Legislators, Senior Officials & Managers"
PA26011,Type10,Professionals
PA26012,Type12,"Legislators, Senior Officials & Managers"
PA26013,Type13,"Legislators, Senior Officials & Managers"
PA26013,Type2,"Legislators, Senior Officials & Managers"
PA26014,Type12,"Legislators, Senior Officials & Managers"
PA26015,Type13,"Legislators, Senior Officials & Managers"
PA26016,Type9,Associate Professionals and Technicians
PA26017,Type13,"Legislators, Senior Officials & Managers"
PA26018,Type12,Clerical Support Workers
PA26019,Type5,"Legislators, Senior Officials & Managers"
PA26019,Type12,"Legislators, Senior Officials & Managers"
PA26020,Type12,"Legislators, Senior Officials & Managers"
PA26021,Type5,Professionals
PA26021,Type12,Professionals
PA26022,Type10,"Legislators, Senior Officials & Managers"
PA26023,Type4,"Legislators, Senior Officials & Managers"
PA26024,Type7,Professionals
PA26025,Type15,"Legislators, Senior Officials & Managers"
PA26026,Type12,Service and Sales Workers
PA26027,Type12,Associate Professionals and Technicians
PA26028,Type5,Associate Professionals and Technicians
PA26029,Type6,Associate Professionals and Technicians
PA26030,Type12,"Legislators, Senior Officials & Managers"
PA26031,Type7,"Legislators, Senior Officials & Managers"
PA26032,Type13,"Legislators, Senior Officials & Managers"
PA26033,Type9,Service and Sales Workers
PA26034,Type10,"Legislators, Senior Officials & Managers"
PA26035,Type12,"Legislators, Senior Officials & Managers"
PA26036,Type12,Economically Inactive
PA26037,Type6,Associate Professionals and Technicians
PA26037,Type13,Associate Professionals and Technicians
PA26038,Type5,Professionals
PA26038,Type12,Professionals
PA26039,Type6,"Legislators, Senior Officials & Managers"
PA26040,Type12,Associate Professionals and Technicians
PA26041,Type5,"Legislators, Senior Officials & Managers"
PA26042,Type12,Associate Professionals and Technicians
PA26043,Type10,Associate Professionals and Technicians
PA26044,Type6,Associate Professionals and Technicians
PA26045,Type10,"Legislators, Senior Officials & Managers"
PA26046,Type12,Associate Professionals and Technicians
PA26047,Type12,Service and Sales Workers
PA26048,Type12,Economically Inactive
PA26049,Type13,"Legislators, Senior Officials & Managers"
PA26050,Type10,Professionals
PA26051,Type12,"Legislators, Senior Officials & Managers"
PA26052,Type12,Professionals
PA26053,Type13,Associate Professionals and Technicians
PA26054,Type12,"Legislators, Senior Officials & Managers"
PA26055,Type12,Associate Professionals and Technicians
PA26056,Type12,Professionals
PA26057,Type6,Professionals
PA26058,Type10,"Legislators, Senior Officials & Managers"
PA26059,Type12,"Legislators, Senior Officials & Managers"
PA26060,Type2,"Legislators, Senior Officials & Managers"
PA26061,Type14,"Legislators, Senior Officials & Managers"
PA26062,Type13,"Legislators, Senior Officials & Managers"
PA26063,Type12,Service and Sales Workers
PA26064,Type12,Associate Professionals and Technicians
PA26064,Type10,Associate Professionals and Technicians
PA26065,Type12,Economically Inactive
PA26066,Type10,Professionals
PA26067,Type13,"Legislators, Senior Officials & Managers"
PA26067,Type5,"Legislators, Senior Officials & Managers"
PA26068,Type5,"Legislators, Senior Officials & Managers"
PA26069,Type9,Associate Professionals and Technicians
PA26070,Type10,"Legislators, Senior Officials & Managers"
PA26071,Type12,Associate Professionals and Technicians
PA26072,Type12,Clerical Support Workers
PA26073,Type5,Professionals
PA26074,Type13,Professionals
PA26075,Type12,Associate Professionals and Technicians
PA26076,Type13,Associate Professionals and Technicians
PA26077,Type14,"Legislators, Senior Officials & Managers"
PA26078,Type10,Professionals
PA26079,Type12,Professionals
PA26080,Type12,"Legislators, Senior Officials & Managers"
PA26081,Type13,"Legislators, Senior Officials & Managers"
PA26082,Type12,Professionals
PA26083,Type15,Economically Inactive
PA26084,Type12,Professionals
PA26085,Type12,Associate Professionals and Technicians
PA26086,Type12,"Legislators, Senior Officials & Managers"
PA26087,Type13,Associate Professionals and Technicians
PA26088,Type12,"Legislators, Senior Officials & Managers"
PA26089,Type12,"Legislators, Senior Officials & Managers"
PA26090,Type10,"Legislators, Senior Officials & Managers"
PA26091,Type12,Economically Inactive
PA26092,Type12,"Legislators, Senior Officials & Managers"
PA26093,Type12,"Legislators, Senior Officials & Managers"
PA26094,Type8,"Legislators, Senior Officials & Managers"
PA26095,Type10,Associate Professionals and Technicians
PA26096,Type12,Economically Inactive
PA26097,Type15,Professionals
PA26098,Type12,"Legislators, Senior Officials & Managers"
PA26099,Type12,Professionals
PA26100,Type15,Associate Professionals and Technicians
PA26101,Type12,"Legislators, Senior Officials & Managers"
PA26102,Type10,"Legislators, Senior Officials & Managers"
PA26103,Type10,Associate Professionals and Technicians
PA26104,Type10,Economically Inactive
PA26105,Type6,"Legislators, Senior Officials & Managers"
PA26106,Type12,Associate Professionals and Technicians
PA26107,Type12,Professionals
PA26108,Type12,"Legislators, Senior Officials & Managers"
PA26109,Type12,Professionals
PA26110,Type8,Professionals
PA26111,Type13,"Legislators, Senior Officials & Managers"
PA26112,Type13,"Legislators, Senior Officials & Managers"
PA26113,Type12,Associate Professionals and Technicians
PA26114,Type12,"Legislators, Senior Officials & Managers"
PA26115,Type12,Professionals
PA26116,Type12,"Legislators, Senior Officials & Managers"
PA26116,Type5,"Legislators, Senior Officials & Managers"
PA26117,Type7,Service and Sales Workers
PA26118,Type13,Professionals
PA26119,Type12,Associate Professionals and Technicians
PA26120,Type6,"Legislators, Senior Officials & Managers"
PA26121,Type13,Professionals
PA26121,Type6,Professionals
PA26121,Type13,Professionals
PA26122,Type12,Associate Professionals and Technicians
PA26123,Type12,"Legislators, Senior Officials & Managers"
PA26124,Type8,Economically Inactive
PA26125,Type13,Service and Sales Workers
PA26126,Type8,"Legislators, Senior Officials & Managers"
PA26126,Type12,"Legislators, Senior Officials & Managers"
PA26127,Type13,"Legislators, Senior Officials & Managers"
PA26127,Type8,"Legislators, Senior Officials & Managers"
PA26128,Type8,"Legislators, Senior Officials & Managers"
PA26128,Type12,"Legislators, Senior Officials & Managers"
PA26129,Type12,Economically Inactive
PA26129,Type12,Economically Inactive
PA26130,Type5,Associate Professionals and Technicians
PA26130,Type13,Associate Professionals and Technicians
PA26131,Type7,Service and Sales Workers
PA26132,Type12,"Legislators, Senior Officials & Managers"
PA26133,Type8,Associate Professionals and Technicians
PA26134,Type12,Associate Professionals and Technicians
PA26135,Type12,"Legislators, Senior Officials & Managers"
PA26136,Type5,Associate Professionals and Technicians
PA26136,Type10,Associate Professionals and Technicians
PA26137,Type8,Professionals
PA26137,Type12,Professionals
PA26138,Type12,Professionals
PA26139,Type7,"Legislators, Senior Officials & Managers"
PA26140,Type13,Professionals
PA26141,Type12,Associate Professionals and Technicians
PA26142,Type12,"Legislators, Senior Officials & Managers"
PA26143,Type13,"Legislators, Senior Officials & Managers"
PA26144,Type12,Professionals
PA26145,Type9,Economically Inactive
PA26145,Type12,Economically Inactive
PA26146,Type12,"Legislators, Senior Officials & Managers"
PA26147,Type8,"Legislators, Senior Officials & Managers"
PA26148,Type13,Associate Professionals and Technicians
PA26149,Type1,"Legislators, Senior Officials & Managers"
PA26150,Type8,Associate Professionals and Technicians
PA26151,Type8,"Legislators, Senior Officials & Managers"
PA26151,Type12,"Legislators, Senior Officials & Managers"
PA26152,Type12,Associate Professionals and Technicians
PA26153,Type12,Associate Professionals and Technicians
PA26153,Type8,Associate Professionals and Technicians
PA26154,Type12,Associate Professionals and Technicians
PA26155,Type10,"Legislators, Senior Officials & Managers"
PA26156,Type12,Craftsmen and Related Trades Workers
PA26157,Type12,Professionals
PA26158,Type10,Professionals
PA26159,Type12,Associate Professionals and Technicians
PA26160,Type12,Associate Professionals and Technicians
PA26161,Type12,"Legislators, Senior Officials & Managers"
PA26162,Type12,Professionals
PA26163,Type13,Associate Professionals and Technicians
PA26164,Type12,Professionals
PA26165,Type12,"Legislators, Senior Officials & Managers"
PA26166,Type13,Associate Professionals and Technicians
PA26167,Type12,Professionals
PA26168,Type6,"Legislators, Senior Officials & Managers"
PA26169,Type12,Professionals
PA26170,Type12,Associate Professionals and Technicians
PA26170,Type5,Associate Professionals and Technicians
PA26171,Type12,Professionals
PA26171,Type9,Professionals
PA26172,Type13,Plant & Machine Operators & Assemblers
PA26173,Type13,Economically Inactive
PA26174,Type12,Associate Professionals and Technicians
PA26175,Type12,Associate Professionals and Technicians
PA26176,Type5,Craftsmen and Related Trades Workers
PA26176,Type12,Craftsmen and Related Trades Workers
PA26177,Type15,Economically Inactive
PA26178,Type12,Associate Professionals and Technicians
PA26179,Type13,Professionals
PA26180,Type13,Professionals
PA26181,Type8,"Legislators, Senior Officials & Managers"
PA26182,Type12,"Legislators, Senior Officials & Managers"
PA26183,Type10,"Legislators, Senior Officials & Managers"
PA26184,Type12,Professionals
PA26185,Type10,"Legislators, Senior Officials & Managers"
PA26186,Type12,Associate Professionals and Technicians
PA26187,Type13,Professionals
PA26188,Type12,Professionals
PA26189,Type6,"Legislators, Senior Officials & Managers"
PA26189,Type13,"Legislators, Senior Officials & Managers"
PA26190,Type12,"Legislators, Senior Officials & Managers"
PA26191,Type12,Economically Inactive
PA26192,Type12,Associate Professionals and Technicians
PA26193,Type8,Associate Professionals and Technicians
PA26194,Type12,Economically Inactive
PA26195,Type12,Economically Inactive
PA26195,Type15,Economically Inactive
PA26196,Type13,"Legislators, Senior Officials & Managers"
PA26197,Type12,"Legislators, Senior Officials & Managers"
PA26198,Type13,Economically Inactive
PA26199,Type3,Professionals
PA26200,Type12,"Legislators, Senior Officials & Managers"
PA26200,Type5,"Legislators, Senior Officials & Managers"
PA26201,Type5,"Legislators, Senior Officials & Managers"
PA26201,Type12,"Legislators, Senior Officials & Managers"
PA26202,Type7,Associate Professionals and Technicians
PA26203,Type12,Associate Professionals and Technicians
PA26204,Type12,"Legislators, Senior Officials & Managers"
PA26204,Type8,"Legislators, Senior Officials & Managers"
PA26205,Type12,"Legislators, Senior Officials & Managers"
PA26206,Type12,Professionals
PA26207,Type12,Service and Sales Workers
PA26208,Type12,Associate Professionals and Technicians
PA26209,Type13,Professionals
PA26210,Type10,Professionals
PA26211,Type15,Service and Sales Workers
PA26212,Type12,Professionals
PA26212,Type5,Professionals
PA26213,Type9,"Legislators, Senior Officials & Managers"
PA26214,Type12,Professionals
PA26215,Type6,Professionals
PA26216,Type8,"Legislators, Senior Officials & Managers"
PA26217,Type8,Associate Professionals and Technicians
PA26218,Type10,"Legislators, Senior Officials & Managers"
